name
"What Planet Are You From?,Howard the Duck,Planet 51,Riddick,The Hitchhiker's Guide to the Galaxy,Alien,Escape from Planet Earth,Everything Must Go,Star Trek IV: The Voyage Home,K-PAX,Krull,Aliens,Multiplicity,E.T. the Extra-Terrestrial,Good Deeds,We Are Your Friends,Grosse Pointe Blank,Meet Dave,Seeking a Friend for the End of the World,Should've Been Romeo,The Day the Earth Stood Still,Wristcutters: A Love Story,Star Trek: Insurrection,Battleship,Something's Gotta Give"
"Drive Angry,Stolen,Commando,Coriolanus,Cecil B. Demented,The Bad Lieutenant: Port of Call - New Orleans,Hannibal Rising,The 51st State,Headhunters,The Prince,We Bought a Zoo,Furious 7,Spider,Harrison Montgomery,Homefront,The Crow,Underworld: Awakening,Machete Kills,Taken 2,Harry Brown,The Cold Light of Day,Movie 43,Perrier’s Bounty,Drive,The Guard"
"Street Fighter: The Legend of Chun-Li,Headhunters,The Marine,Taken 2,Transporter 2,The Full Monty,Wall Street: Money Never Sleeps,The League of Extraordinary Gentlemen,Deadline - U.S.A.,Death Sentence,Stolen,Wall Street,Fantastic Four,Dragonball Evolution,Road to Perdition,The French Connection,Love Me Tender,Young Guns,Cecil B. Demented,The Adventures of Ford Fairlane,Romeo + Juliet,Minority Report,Amidst the Devil's Wings,The Heat,Harrison Montgomery"
"The One,The Rundown,Timecop,Transformers: Revenge of the Fallen,Ghostbusters,Sausage Party,Hard Rain,A Sound of Thunder,This Is the End,Transformers: Age of Extinction,Small Soldiers,America's Sweethearts,The Matrix Revolutions,Money Monster,Seabiscuit,Eight Legged Freaks,Hollywood Homicide,Swordfish,Real Steel,Street Fighter,Guardians of the Galaxy,Transformers,American Hustle,Project Almanac,Lone Survivor"
"The Adventures of Ford Fairlane,Lethal Weapon 4,Johnny Suede,Zero Effect,Kiss Kiss Bang Bang,Minority Report,Fantastic Mr. Fox,The Full Monty,Action Jackson,Transporter 2,Street Fighter: The Legend of Chun-Li,Taken 3,Bulworth,Big Trouble in Little China,Predator 2,Return of the Jedi,Young Guns,Deadline - U.S.A.,20 Dates,Big Mommas: Like Father, Like Son,Commando,Sherlock Holmes: A Game of Shadows,The French Connection,Taken 2,Welcome to Mooseport"
"The Boat That Rocked,Les Misérables,Across the Universe,Almost Famous,Johnny Suede,Josie and the Pussycats,Walk Hard: The Dewey Cox Story,American Dreamz,Music and Lyrics,The Rocker,Down & Out With The Dolls,O Brother, Where Art Thou?,The Sound of Music,The Last Waltz,Evita,Green Room,Danny Collins,Rock of Ages,The Doors,Sparkle,Hedwig and the Angry Inch,Cradle Will Rock,Can't Stop the Music,Bridget Jones's Diary,Bridget Jones: The Edge of Reason"
"Traffic,Scarface,Side Effects,Light Sleeper,Jesus' Son,Requiem for a Dream,The Battle of Shaker Heights,1982,Burnt,Kiss of the Dragon,Lone Wolf McQuade,Bound by Honor,Dredd,The 51st State,El Rey de Najayo,Novocaine,People I Know,Lord of War,The Bad Lieutenant: Port of Call - New Orleans,Fort McCoy,Lincoln,The Wackness,The Infiltrator,We're the Millers,Trainspotting"
"Indiana Jones and the Last Crusade,Raiders of the Lost Ark,Austin Powers in Goldmember,After Earth,Imagine That,Extreme Ops,Action Jackson,The Amazing Spider-Man,Star Trek II: The Wrath of Khan,Indiana Jones and the Kingdom of the Crystal Skull,Young Sherlock Holmes,The Adventurer: The Curse of the Midas Box,Star Trek III: The Search for Spock,The Firm,The Last Airbender,Indiana Jones and the Temple of Doom,The Collection,Garden State,Schindler's List,The Judge,The Truman Show,The Adventures of Elmo in Grouchland,Crocodile Dundee II,Forsaken,Angela's Ashes"
"Anna Karenina,Pride & Prejudice,Atonement,Bridget Jones's Diary,Love Actually,Elizabeth,The World's End,Bridget Jones: The Edge of Reason,United 93,The Interpreter,Hail, Caesar!,Rush,Raising Helen,Green Zone,Peaceful Warrior,Endless Love,Elizabeth: The Golden Age,The Theory of Everything,Burn After Reading,Les Misérables,The Duchess,The Proposal,A Walk to Remember,The Iron Lady,Everest"
"Chappie,Robot & Frank,All Is Lost,Wild Target,Gran Torino,American Sniper,The Amazing Spider-Man,1982,Pain & Gain,Copying Beethoven,Should've Been Romeo,The Adventures of Elmo in Grouchland,Imagine That,Punisher: War Zone,I Origins,Hellraiser,Alfie,Apocalypto,Multiplicity,Blue Like Jazz,The Truman Show,Code of Honor,Rockaway,The Whole Ten Yards,A Beautiful Mind"
"The Bone Collector,Se7en,Kiss the Girls,City By The Sea,The Lady from Shanghai,Zodiac,2:13,Shutter Island,The Pledge,The Silence of the Lambs,FearDotCom,Seabiscuit,Copycat,Zero Effect,Donnie Brasco,The Pink Panther,American Hustle,Switchback,From Here to Eternity,Sea of Love,In Cold Blood,Broken City,Sherlock Holmes: A Game of Shadows,Unbreakable,Frenzy"
"Panic Room,Stonewall,Boiler Room,Exam,Room,Green Room,The Devil Inside,Nighthawks,The Usual Suspects,Point Break,Dark Water,Knockaround Guys,Paranormal Activity 3,Safe,New York, New York,3000 Miles to Graceland,Blood Ties,Four Rooms,The Chambermaid on the Titanic,Butterfly on a Wheel,Deadfall,Extreme Measures,Shattered Glass,Marvin's Room,Adulterers"
"Three Kings,We Were Soldiers,Soldier,Small Soldiers,Miracle at St. Anna,Saints and Soldiers,The Matrix Revolutions,Blood Diamond,Sherlock Holmes: A Game of Shadows,The Great Raid,Analyze That,Scary Movie 2,Paint Your Wagon,The Lego Movie,Sahara,Eight Legged Freaks,Jupiter Ascending,Swordfish,300,Edge of Tomorrow,American Sniper,Charlie and the Chocolate Factory,Red Planet,300: Rise of an Empire,The Legend of Tarzan"
"Child 44,Insomnia,Max Payne,Frailty,The Boy,The General's Daughter,Novocaine,Murder by Numbers,Suspect Zero,The Place Beyond the Pines,Minority Report,The Frozen Ground,Deadfall,The Twilight Saga: Breaking Dawn - Part 2,Striptease,The Oxford Murders,Nancy Drew,11:14,Zulu,Legal Eagles,Safe,Drowning Mona,Righteous Kill,Bride of Chucky,Freeze Frame"
"Rat Race,Napoleon Dynamite,Driven,Imagine That,A Sound of Thunder,Wild Target,FearDotCom,Furious 7,Coriolanus,All Is Lost,Blackthorn,Elizabethtown,Resurrecting the Champ,Dear Frankie,The Sitter,Stitches,An Unfinished Life,The Adventures of Elmo in Grouchland,A Turtle's Tale: Sammy's Adventures,The Last Emperor,Night at the Museum: Battle of the Smithsonian,I Am Number Four,You, Me and Dupree,The Adventurer: The Curse of the Midas Box,Stardust"
"K-PAX,Coriolanus,Spider,Riddick,Bottle Rocket,Love Happens,Planet 51,Alexander,Battleship,I Come with the Rain,Hostage,Maurice,Arbitrage,Howard the Duck,Hannibal Rising,The I Inside,Shame,Clay Pigeons,Resurrecting the Champ,Barry Munday,What Planet Are You From?,Sling Blade,Skin Trade,The Martian,The Love Guru"
"Kate & Leopold,Somewhere in Time,Multiplicity,Down to Earth,The Good Night,The Lovers,The Time Traveler's Wife,About Time,Back to the Future,Time Bandits,Time Changer,Timecop,In Time,Elizabethtown,Wristcutters: A Love Story,Jackass: The Movie,The Love Guru,Chasing Papi,Barry Munday,40 Days and 40 Nights,Playing for Keeps,High Fidelity,How to Fall in Love,Garden State,You, Me and Dupree"
"Bedazzled,Multiplicity,Liar Liar,The Truman Show,Should've Been Romeo,Grandma's Boy,20 Dates,Jeff, Who Lives at Home,The Verdict,All That Jazz,Little Big Top,Me You and Five Bucks,Wish I Was Here,1982,We Bought a Zoo,Flying By,Elizabethtown,My Cousin Vinny,Bedtime Stories,How to Fall in Love,Garden State,Good Deeds,The Book of Life,She's All That,Mrs. Doubtfire"
"The Cotton Club,High School Musical 2,Across the Universe,La Bamba,Moulin Rouge!,Hamlet 2,Yentl,The Sound of Music,Begin Again,High School Musical,Walk Hard: The Dewey Cox Story,Evita,Idlewild,High School Musical 3: Senior Year,Cradle Will Rock,Sparkle,The Doors,Les Misérables,The Last Five Years,My Fair Lady,Mr. Holland's Opus,Get Rich or Die Tryin',The Boat That Rocked,Show Boat,Kansas City"
"3:10 to Yuma,Torque,Gran Torino,Nine,We're the Millers,Punisher: War Zone,Faster,The Midnight Meat Train,Rockaway,Hart's War,Hannibal Rising,The Wild Bunch,Forsaken,Wild Target,Should've Been Romeo,Homefront,Nightcrawler,Gangs of New York,The Proposition,1982,Sinister,American Hero,Escobar: Paradise Lost,The Replacement Killers,The Last Emperor"
"Taken 3,Taken 2,We Bought a Zoo,My Cousin Vinny,Wild Target,Hannibal Rising,20 Dates,Edge of Darkness,Rise of the Planet of the Apes,All That Jazz,Memento,Sinister,The Whole Ten Yards,Faster,The Full Monty,Breakdown,Grandma's Boy,Harry Brown,Death Sentence,The Four Feathers,Apocalypto,Pound of Flesh,Shame,Homefront,True Lies"
"Out of Sight,My Big Fat Greek Wedding,Headhunters,Meet the Fockers,Be Cool,Lock, Stock and Two Smoking Barrels,Man on the Moon,Harrison Montgomery,The Tourist,Reno 911!: Miami,Drive,Contraband,Becoming Jane,The Other End of the Line,Virgin Territory,A Sound of Thunder,Easy Virtue,Straight A's,The Big Lebowski,Dancer in the Dark,The Black Dahlia,The Men Who Stare at Goats,Ted 2,My Big Fat Greek Wedding 2,Moms' Night Out"
"The Cable Guy,Should've Been Romeo,Multiplicity,Swingers,Me You and Five Bucks,Ali,Jeff, Who Lives at Home,The Last Emperor,The Shawshank Redemption,My Cousin Vinny,Blue Like Jazz,Zero Effect,Garden State,Fabled,The Mudge Boy,Copying Beethoven,All Is Lost,The Call of Cthulhu,Flying By,Take Me Home Tonight,Secret Window,Stripes,Everything Must Go,A Guy Thing,1982"
"Dick Tracy,Lethal Weapon 4,The Yards,The Big Hit,RED,Action Jackson,Pain & Gain,Splash,Foolish,30 Minutes or Less,The Ladykillers,The Life Aquatic with Steve Zissou,Apocalypto,Kiss of Death,Bad Boys,The Naked Gun 2½: The Smell of Fear,Dark Blue,Sherlock Holmes,Grosse Pointe Blank,Kiss Kiss Bang Bang,Harsh Times,The Village,Hudson Hawk,Donnie Brasco,The Jerky Boys"
"The Thomas Crown Affair,At First Sight,Original Sin,Nine 1/2 Weeks,Quigley Down Under,Boom Town,What's the Worst That Could Happen?,Cat on a Hot Tin Roof,Return to Me,Walking Tall,Doctor Zhivago,Wicker Park,Straight Out of Brooklyn,Gone with the Wind,Ben-Hur,The Betrayed,Point Blank,Creed,Hope Springs,Fame,De-Lovely,The Big Parade,Show Boat,Smoke Signals,Antitrust"
"Riding in Cars with Boys,The Last Five Years,Phat Girlz,Requiem for a Dream,Jesus' Son,Little Women,The Good Girl,Purple Violets,The Inkwell,Anywhere But Here,Goal!: The Dream Begins,The Guru,Boynton Beach Club,Lovely & Amazing,Up Close & Personal,L!fe Happens,Divine Secrets of the Ya-Ya Sisterhood,Baby Boy,Mamma Mia!,200 Cigarettes,The Majestic,Crazy in Alabama,Superstar,Theresa Is a Mother,Beginners"
"First Blood,Lethal Weapon 4,The Last Stand,I Am Number Four,The Adventures of Elmo in Grouchland,Maximum Risk,Commando,Pineapple Express,Robin and Marian,John Carter,MacGruber,Pain & Gain,Rockaway,Faster,Gangster Squad,Grosse Pointe Blank,Action Jackson,Inspector Gadget,Six-String Samurai,Stripes,Code of Honor,Kindergarten Cop,Should've Been Romeo,Ladder 49,12 Rounds"
"Happily N'Ever After,Alpha and Omega: The Legend of the Saw Tooth Cave,Delgo,Shrek,The Princess Bride,Foodfight!,Aladdin,Thunderbirds,A Bug's Life,Mirror Mirror,The Princess and the Frog,The Adventures of Rocky & Bullwinkle,Hoodwinked Too! Hood VS. Evil,Hoodwinked!,Anastasia,Enchanted,Barnyard,Star Wars,Escape from New York,My Big Fat Greek Wedding,St. Trinian's,It's a Wonderful Afterlife,Home,Antiviral,The Chronicles of Narnia: Prince Caspian"
"Mary Reilly,Tycoon,The Remains of the Day,From Here to Eternity,Unbreakable,The Jacket,Shakespeare in Love,What's Eating Gilbert Grape,Love Happens,Boogeyman,The Prince of Tides,The Velocity of Gary,Legends of the Fall,Grosse Pointe Blank,Shutter Island,A Dangerous Method,Love & Other Drugs,The Village,Donnie Brasco,First Knight,Disclosure,Knocked Up,Vanilla Sky,Spellbound,Lucky You"
"My Best Friend's Wedding,Bachelorette,The Wedding Planner,Four Weddings and a Funeral,The Story of Us,The Wedding Date,My Big Fat Greek Wedding 2,Conversations with Other Women,American Wedding,Our Family Wedding,No Strings Attached,You, Me and Dupree,Mallrats,27 Dresses,Kiss the Bride,Bride Wars,I Love You, Man,Think Like a Man Too,Halloween 4: The Return of Michael Myers,Runaway Bride,How to Deal,You Again,Jumping the Broom,The Best Man Holiday,Made of Honor"
"America's Sweethearts,Silent Movie,The One,Cheri,13 Going on 30,Tomcats,The Imaginarium of Doctor Parnassus,Darkness Falls,Easy Virtue,AVP: Alien vs. Predator,Captain America: Civil War,Extreme Movie,It's a Wonderful Afterlife,Grindhouse,The Last Shot,Scary Movie 3,V for Vendetta,Click,Bridget Jones: The Edge of Reason,Arbitrage,Mallrats,Around the World in 80 Days,The House of Mirth,Gigli,Imagine Me & You"
"Insomnia,Murder by Numbers,Novocaine,Sea of Love,Carousel of Revenge,Wonderland,Child 44,Kiss Kiss Bang Bang,Freeze Frame,Nancy Drew,Drowning Mona,Beverly Hills Cop,All Good Things,Minority Report,Angels & Demons,The General's Daughter,The Oxford Murders,Secret in Their Eyes,Edge of Darkness,Frailty,Brigham City,The Medallion,Sphinx,Double Jeopardy,Bride of Chucky"
"Star Trek: First Contact,Star Trek: Insurrection,Star Trek: The Motion Picture,Star Trek V: The Final Frontier,Star Trek VI: The Undiscovered Country,Star Trek III: The Search for Spock,Star Trek: Generations,K-19: The Widowmaker,Star Trek: Nemesis,Star Trek Beyond,Congo,Extreme Ops,Star Trek II: The Wrath of Khan,The Darkest Hour,Journey to Saturn,Terminator Genisys,Escape from L.A.,Star Trek,Alive,Project Almanac,Star Trek Into Darkness,The Host,Star Trek IV: The Voyage Home,The Host,Men in Black II"
"Jonah Hex,Collateral Damage,What Dreams May Come,Love Me Tender,Looney Tunes: Back in Action,N-Secure,Bronson,Little Nicky,I Am Wrath,Perrier’s Bounty,Get Carter,True Lies,Superman,Ladyhawke,Gangster's Paradise: Jerusalema,Underworld: Rise of the Lycans,Spawn,Lady in the Water,The Libertine,The Phantom of the Opera,Alexander,Kites,Crimson Tide,Amnesiac,Only God Forgives"
"Courage Under Fire,The Manchurian Candidate,Owning Mahowny,Flightplan,For Greater Glory - The True Story of Cristiada,Bernie,Charly,The General's Daughter,Goodbye Bafana,The Statement,Fabled,The Contender,Her Cry: La Llorona Investigation,Adam Resurrected,The Eye,Smilla's Sense of Snow,Anonymous,Green Zone,Inchon,Goddess of Love,Unbroken,Shutter Island,High Crimes,Gossip,Premonition"
"Liar Liar,The R.M.,Copying Beethoven,Should've Been Romeo,1982,Jeff, Who Lives at Home,How to Fall in Love,Flying By,Interview with the Assassin,Alfie,Kickboxer: Vengeance,After Earth,The Truman Show,Bedazzled,The Legend of Hercules,Charlie St. Cloud,Take Me Home Tonight,I Origins,Multiplicity,The Whole Ten Yards,21 & Over,Pinocchio,All Is Lost,The Mudge Boy,I Hope They Serve Beer in Hell"
"The Infiltrator,Made,Headhunters,Sugar Hill,Trainspotting,End of Watch,The Death and Life of Bobby Z,Gosford Park,The Bad Lieutenant: Port of Call - New Orleans,Amidst the Devil's Wings,Redacted,Trance,Slow Burn,Stolen,Bound,Mad Money,Jesus' Son,Dom Hemingway,Wonderland,Deadfall,The Spanish Prisoner,Carlos,Point Blank,Sabotage,The Good Thief"
"Inchon,Windtalkers,Rescue Dawn,The Great Raid,For Greater Glory - The True Story of Cristiada,Gone with the Wind,Fort McCoy,Unbroken,Catch-22,Doctor Zhivago,Lawrence of Arabia,Gods and Generals,Tea with Mussolini,Glory,Valkyrie,The Big Parade,Kingdom of Heaven,Red Tails,Henry V,Lions for Lambs,Adam Resurrected,Patton,Saints and Soldiers,Born on the Fourth of July,Flyboys"
"The Flintstones,Charlotte's Web,Mother and Child,Stuart Little 2,Super Mario Bros.,Despicable Me 2,The Wiz,Stuart Little,Eulogy,Curious George,102 Dalmatians,Percy Jackson & the Olympians: The Lightning Thief,Johnson Family Vacation,Neighbors 2: Sorority Rising,How the Grinch Stole Christmas,Big Daddy,Ri¢hie Ri¢h,Foodfight!,Pieces of April,The Lovely Bones,Neighbors,My Big Fat Greek Wedding 2,Night at the Museum: Battle of the Smithsonian,Evan Almighty,The Land Before Time"
"Taken 2,Taken 3,Taken,Commando,The Full Monty,True Lies,Cecil B. Demented,Hostage,Welcome to Mooseport,Stolen,Hannibal Rising,The Whole Ten Yards,Live Free or Die Hard,Transporter 2,Deadline - U.S.A.,Kiss of Death,We Bought a Zoo,Anaconda,The 51st State,The Marine,Harry Brown,Spider,Drive Angry,The Passion of the Christ,Wall Street"
"Scary Movie 3,Extreme Movie,Scary Movie 4,My Big Fat Independent Movie,Scream 3,The Imaginarium of Doctor Parnassus,Can't Stop the Music,Scary Movie 2,Jackass 3D,Napoleon Dynamite,Superhero Movie,The Lizzie McGuire Movie,Jumping the Broom,Grindhouse,Scream 2,Ultramarines: A Warhammer 40,000 Movie,America's Sweethearts,Imagine That,Machete Kills,White Noise,The Hammer,The Fourth Kind,King Kong,A Beginner's Guide to Snuff,South Park: Bigger, Longer & Uncut"
"Miss Congeniality,Miss Congeniality 2: Armed and Fabulous,Get Smart,RED 2,The Legend of Tarzan,Swordfish,Timecop,Sherlock Holmes: A Game of Shadows,Tower Heist,The Last Shot,Envy,An Unfinished Life,Big Mommas: Like Father, Like Son,Point Break,Music and Lyrics,King's Ransom,Code Name: The Cleaner,The Adventures of Pluto Nash,The Man from U.N.C.L.E.,Punisher: War Zone,Splice,Mickey Blue Eyes,The Sentinel,Faster,Dreamcatcher"
"Journey to the Center of the Earth,Journey 2: The Mysterious Island,The Hobbit: An Unexpected Journey,Little Nicky,After Earth,Khumba,Spawn,Jeff, Who Lives at Home,Thor,Land of the Lost,The Sound and the Shadow,The Astronaut Farmer,Vacation,The Croods,Hellraiser,The Animal,Iron Man 2,Ant-Man,About Time,2012,The Adventures of Elmo in Grouchland,Inspector Gadget,Seeking a Friend for the End of the World,Six-String Samurai,E.T. the Extra-Terrestrial"
"The Princess Diaries 2: Royal Engagement,The Princess Diaries,The Princess Bride,The Princess and the Frog,Aladdin,Princess Kaiulani,Shanghai Noon,The Lizzie McGuire Movie,The Four Seasons,Ice Princess,Enchanted,Fantasia,That Awkward Moment,Pocahontas,Frozen,Tuck Everlasting,Hocus Pocus,Full Frontal,It's Complicated,Meet the Deedles,Loser,Elsa & Fred,Bridesmaids,Raising Helen,My Girl"
"The Pelican Brief,Mystic River,Harper,Broken Horses,Midnight in the Garden of Good and Evil,Sleepers,Batman: The Dark Knight Returns, Part 2,November,Double Jeopardy,The Good German,Edge of Darkness,Where the Truth Lies,Queen of the Damned,Slumdog Millionaire,Blood Work,L.A. Confidential,21,Zodiac,Narc,Disclosure,Basic,The Way of the Gun,The Rainmaker,Quest for Camelot,Home Fries"
"The Client,Donnie Brasco,The Informant!,The Devil's Advocate,A Time to Kill,The Hit List,Legal Eagles,The Sessions,Dead Man on Campus,Mickey Blue Eyes,Ghost Dog: The Way of the Samurai,The Lincoln Lawyer,Things to Do in Denver When You're Dead,End of Watch,Secretary,Thinner,L.A. Confidential,The Man Who Knew Too Little,Enemy of the State,The Funeral,Michael Clayton,Hostage,Find Me Guilty,High Crimes,Runner Runner"
"The Bucket List,My Life Without Me,Cheri,Pushing Tin,Drive Me Crazy,The Secret Life of Walter Mitty,The World's Fastest Indian,Dirty Pretty Things,Under the Tuscan Sun,Whip It,Jackass: The Movie,Topsy-Turvy,P.S. I Love You,The Spanish Prisoner,Divine Secrets of the Ya-Ya Sisterhood,The Kite Runner,The Watch,The Core,Fever Pitch,Ghost World,Frida,Glitter,House of D,Me and Orson Welles,Karachi se Lahore"
